Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,Attend.,Arena,Notes
Wed Mar 15 2023,7:30p,Memphis Grizzlies,119,Miami Heat,138,,19794,FTX Arena,
Wed Mar 15 2023,8:00p,Sacramento Kings,117,Chicago Bulls,114,,21886,United Center,
Wed Mar 15 2023,8:00p,Los Angeles Lakers,110,Houston Rockets,114,,18055,Toyota Center,
Wed Mar 15 2023,8:00p,Boston Celtics,104,Minnesota Timberwolves,102,,17136,Target Center,
Wed Mar 15 2023,8:30p,Dallas Mavericks,137,San Antonio Spurs,128,OT,18354,AT&T Center,
Wed Mar 15 2023,10:00p,Golden State Warriors,126,Los Angeles Clippers,134,,19068,Crypto.com Arena,
Thu Mar 16 2023,7:00p,Denver Nuggets,119,Detroit Pistons,100,,17987,Little Caesars Arena,
Thu Mar 16 2023,7:30p,Sacramento Kings,101,Brooklyn Nets,96,,18172,Barclays Center,
Thu Mar 16 2023,7:30p,Oklahoma City Thunder,111,Toronto Raptors,128,,19800,Scotiabank Arena,
Thu Mar 16 2023,8:00p,Indiana Pacers,139,Milwaukee Bucks,123,,17797,Fiserv Forum,
Thu Mar 16 2023,10:00p,Orlando Magic,113,Phoenix Suns,116,,17071,Footprint Center,
Fri Mar 17 2023,7:00p,Philadelphia 76ers,121,Charlotte Hornets,82,,19096,Spectrum Center,
Fri Mar 17 2023,7:30p,Golden State Warriors,119,Atlanta Hawks,127,,18201,State Farm Arena,
Fri Mar 17 2023,7:30p,Washington Wizards,94,Cleveland Cavaliers,117,,19432,Rocket Mortgage Fieldhouse,
Fri Mar 17 2023,8:00p,Minnesota Timberwolves,131,Chicago Bulls,139,2OT,20109,United Center,
Fri Mar 17 2023,8:00p,New Orleans Pelicans,112,Houston Rockets,114,,15841,Toyota Center,
Fri Mar 17 2023,8:00p,Memphis Grizzlies,126,San Antonio Spurs,120,OT,15221,AT&T Center,
Fri Mar 17 2023,10:00p,Boston Celtics,126,Portland Trail Blazers,112,,19393,Moda Center,
Fri Mar 17 2023,10:30p,Dallas Mavericks,111,Los Angeles Lakers,110,,18997,Crypto.com Arena,
Sat Mar 18 2023,1:00p,Denver Nuggets,110,New York Knicks,116,,19812,Madison Square Garden (IV),
Sat Mar 18 2023,3:00p,Orlando Magic,113,Los Angeles Clippers,108,,17533,Crypto.com Arena,
Sat Mar 18 2023,7:00p,Philadelphia 76ers,141,Indiana Pacers,121,,17274,Gainbridge Fieldhouse,
Sat Mar 18 2023,7:00p,Minnesota Timberwolves,107,Toronto Raptors,122,,19800,Scotiabank Arena,
Sat Mar 18 2023,8:00p,Miami Heat,99,Chicago Bulls,113,,20094,United Center,
Sat Mar 18 2023,8:00p,Golden State Warriors,119,Memphis Grizzlies,133,,18396,FedEx Forum,
Sat Mar 18 2023,8:00p,Sacramento Kings,132,Washington Wizards,118,,18529,Capital One Arena,
Sat Mar 18 2023,9:00p,Boston Celtics,117,Utah Jazz,118,,18206,Vivint Arena,
Sun Mar 19 2023,3:30p,Denver Nuggets,108,Brooklyn Nets,102,,18235,Barclays Center,
Sun Mar 19 2023,3:30p,Phoenix Suns,120,Oklahoma City Thunder,124,,17897,Paycom Center,
Sun Mar 19 2023,4:00p,Atlanta Hawks,118,San Antonio Spurs,126,,16311,AT&T Center,
Sun Mar 19 2023,6:00p,Miami Heat,112,Detroit Pistons,100,,20190,Little Caesars Arena,
Sun Mar 19 2023,7:00p,New Orleans Pelicans,117,Houston Rockets,107,,14209,Toyota Center,
Sun Mar 19 2023,8:00p,Toronto Raptors,111,Milwaukee Bucks,118,,17341,Fiserv Forum,
Sun Mar 19 2023,9:00p,Los Angeles Clippers,117,Portland Trail Blazers,102,,18714,Moda Center,
Sun Mar 19 2023,9:30p,Orlando Magic,105,Los Angeles Lakers,111,,18997,Crypto.com Arena,
Mon Mar 20 2023,7:00p,Indiana Pacers,109,Charlotte Hornets,115,,12449,Spectrum Center,
Mon Mar 20 2023,7:00p,Chicago Bulls,109,Philadelphia 76ers,105,2OT,21145,Wells Fargo Center,
Mon Mar 20 2023,7:30p,Minnesota Timberwolves,140,New York Knicks,134,,19812,Madison Square Garden (IV),
Mon Mar 20 2023,8:00p,Golden State Warriors,121,Houston Rockets,108,,16116,Toyota Center,
Mon Mar 20 2023,8:00p,Dallas Mavericks,108,Memphis Grizzlies,112,,17794,FedEx Forum,
Mon Mar 20 2023,9:00p,Sacramento Kings,120,Utah Jazz,128,,18206,Vivint Arena,
Tue Mar 21 2023,7:00p,Washington Wizards,112,Orlando Magic,122,,16096,Amway Center,
Tue Mar 21 2023,7:30p,Detroit Pistons,107,Atlanta Hawks,129,,17129,State Farm Arena,
Tue Mar 21 2023,7:30p,Cleveland Cavaliers,115,Brooklyn Nets,109,,17732,Barclays Center,
Tue Mar 21 2023,8:00p,San Antonio Spurs,84,New Orleans Pelicans,119,,15466,Smoothie King Center,
Tue Mar 21 2023,10:00p,Boston Celtics,132,Sacramento Kings,109,,18111,Golden 1 Center,
Tue Mar 21 2023,10:30p,Oklahoma City Thunder,101,Los Angeles Clippers,100,,19068,Crypto.com Arena,
Wed Mar 22 2023,7:00p,Denver Nuggets,118,Washington Wizards,104,,16508,Capital One Arena,
Wed Mar 22 2023,7:30p,Golden State Warriors,127,Dallas Mavericks,125,,20377,American Airlines Center,
Wed Mar 22 2023,7:30p,New York Knicks,120,Miami Heat,127,,19863,FTX Arena,
Wed Mar 22 2023,7:30p,Indiana Pacers,118,Toronto Raptors,114,,19800,Scotiabank Arena,
Wed Mar 22 2023,8:00p,Philadelphia 76ers,116,Chicago Bulls,91,,20946,United Center,
Wed Mar 22 2023,8:00p,Houston Rockets,125,Memphis Grizzlies,130,,17794,FedEx Forum,
Wed Mar 22 2023,8:00p,San Antonio Spurs,94,Milwaukee Bucks,130,,17756,Fiserv Forum,
Wed Mar 22 2023,8:00p,Atlanta Hawks,124,Minnesota Timberwolves,125,,17136,Target Center,
Wed Mar 22 2023,9:00p,Portland Trail Blazers,127,Utah Jazz,115,,,Vivint Arena,
Wed Mar 22 2023,10:00p,Phoenix Suns,111,Los Angeles Lakers,122,,18435,Crypto.com Arena,
Thu Mar 23 2023,7:00p,New York Knicks,106,Orlando Magic,111,,17607,Amway Center,
Thu Mar 23 2023,7:30p,Cleveland Cavaliers,116,Brooklyn Nets,114,,17732,Barclays Center,
Thu Mar 23 2023,8:00p,Charlotte Hornets,96,New Orleans Pelicans,115,,15749,Smoothie King Center,
Thu Mar 23 2023,10:30p,Oklahoma City Thunder,105,Los Angeles Clippers,127,,17307,Crypto.com Arena,
Fri Mar 24 2023,7:00p,Indiana Pacers,95,Boston Celtics,120,,19156,TD Garden,
Fri Mar 24 2023,7:00p,San Antonio Spurs,124,Washington Wizards,136,,17004,Capital One Arena,
Fri Mar 24 2023,7:30p,Detroit Pistons,97,Toronto Raptors,118,,19800,Scotiabank Arena,
Fri Mar 24 2023,8:00p,Houston Rockets,114,Memphis Grizzlies,151,,17851,FedEx Forum,
Fri Mar 24 2023,8:30p,Charlotte Hornets,117,Dallas Mavericks,109,,20347,American Airlines Center,
Fri Mar 24 2023,9:00p,Milwaukee Bucks,144,Utah Jazz,116,,18206,Vivint Arena,
Fri Mar 24 2023,10:00p,Philadelphia 76ers,112,Golden State Warriors,120,,18064,Chase Center,
Fri Mar 24 2023,10:00p,Chicago Bulls,124,Portland Trail Blazers,96,,19393,Moda Center,
Fri Mar 24 2023,10:00p,Phoenix Suns,127,Sacramento Kings,135,,18151,Golden 1 Center,
Fri Mar 24 2023,10:30p,Oklahoma City Thunder,111,Los Angeles Lakers,116,,18997,Crypto.com Arena,
Sat Mar 25 2023,5:00p,Indiana Pacers,130,Atlanta Hawks,143,,17699,State Farm Arena,
Sat Mar 25 2023,8:00p,Brooklyn Nets,129,Miami Heat,100,,19680,FTX Arena,
Sat Mar 25 2023,9:00p,Milwaukee Bucks,106,Denver Nuggets,129,,19919,Ball Arena,
Sat Mar 25 2023,10:00p,Philadelphia 76ers,105,Phoenix Suns,125,,17071,Footprint Center,
Sat Mar 25 2023,10:00p,Utah Jazz,113,Sacramento Kings,121,,18151,Golden 1 Center,
Sat Mar 25 2023,10:30p,New Orleans Pelicans,131,Los Angeles Clippers,110,,17702,Crypto.com Arena,
Sun Mar 26 2023,1:00p,Dallas Mavericks,104,Charlotte Hornets,110,,19264,Spectrum Center,
Sun Mar 26 2023,3:30p,Chicago Bulls,118,Los Angeles Lakers,108,,18997,Crypto.com Arena,
Sun Mar 26 2023,6:00p,Memphis Grizzlies,123,Atlanta Hawks,119,,18056,State Farm Arena,
Sun Mar 26 2023,6:00p,San Antonio Spurs,93,Boston Celtics,137,,19156,TD Garden,
Sun Mar 26 2023,6:00p,Houston Rockets,91,Cleveland Cavaliers,108,,19432,Rocket Mortgage Fieldhouse,
Sun Mar 26 2023,6:00p,Brooklyn Nets,106,Orlando Magic,119,,17862,Amway Center,
Sun Mar 26 2023,6:00p,Washington Wizards,104,Toronto Raptors,114,,19800,Scotiabank Arena,
Sun Mar 26 2023,7:00p,Oklahoma City Thunder,118,Portland Trail Blazers,112,,18626,Moda Center,
Sun Mar 26 2023,8:30p,Minnesota Timberwolves,99,Golden State Warriors,96,,18064,Chase Center,
Mon Mar 27 2023,7:00p,Milwaukee Bucks,126,Detroit Pistons,117,,21090,Little Caesars Arena,
Mon Mar 27 2023,7:00p,Dallas Mavericks,127,Indiana Pacers,104,,17022,Gainbridge Fieldhouse,
Mon Mar 27 2023,7:30p,Houston Rockets,115,New York Knicks,137,,19812,Madison Square Garden (IV),
Mon Mar 27 2023,9:00p,Phoenix Suns,117,Utah Jazz,103,,18206,Vivint Arena,
Mon Mar 27 2023,9:30p,Philadelphia 76ers,111,Denver Nuggets,116,,19781,Ball Arena,
Mon Mar 27 2023,10:00p,New Orleans Pelicans,124,Portland Trail Blazers,90,,17943,Moda Center,
Mon Mar 27 2023,10:00p,Minnesota Timberwolves,119,Sacramento Kings,115,,18151,Golden 1 Center,
Mon Mar 27 2023,10:30p,Chicago Bulls,112,Los Angeles Clippers,124,,19068,Crypto.com Arena,
Tue Mar 28 2023,7:00p,Boston Celtics,111,Washington Wizards,130,,20476,Capital One Arena,
Tue Mar 28 2023,7:30p,Cleveland Cavaliers,118,Atlanta Hawks,120,,17748,State Farm Arena,
Tue Mar 28 2023,7:30p,Miami Heat,92,Toronto Raptors,106,,19800,Scotiabank Arena,
Tue Mar 28 2023,8:00p,Orlando Magic,108,Memphis Grizzlies,113,,16507,FedEx Forum,
Tue Mar 28 2023,8:00p,Charlotte Hornets,137,Oklahoma City Thunder,134,,15428,Paycom Center,
Tue Mar 28 2023,10:00p,New Orleans Pelicans,109,Golden State Warriors,120,,18064,Chase Center,
Wed Mar 29 2023,7:00p,Milwaukee Bucks,149,Indiana Pacers,136,,16524,Gainbridge Fieldhouse,
Wed Mar 29 2023,7:30p,Houston Rockets,114,Brooklyn Nets,123,,17074,Barclays Center,
Wed Mar 29 2023,7:30p,Miami Heat,92,New York Knicks,101,,19812,Madison Square Garden (IV),
Wed Mar 29 2023,7:30p,Dallas Mavericks,108,Philadelphia 76ers,116,,20583,Wells Fargo Center,
Wed Mar 29 2023,8:00p,Los Angeles Lakers,121,Chicago Bulls,110,,21739,United Center,
Wed Mar 29 2023,8:00p,Los Angeles Clippers,141,Memphis Grizzlies,132,,16775,FedEx Forum,
Wed Mar 29 2023,8:00p,Detroit Pistons,106,Oklahoma City Thunder,107,,15047,Paycom Center,
Wed Mar 29 2023,8:00p,Utah Jazz,128,San Antonio Spurs,117,,18354,AT&T Center,
Wed Mar 29 2023,10:00p,Minnesota Timberwolves,100,Phoenix Suns,107,,17071,Footprint Center,
Wed Mar 29 2023,10:00p,Sacramento Kings,120,Portland Trail Blazers,80,,18550,Moda Center,
Thu Mar 30 2023,7:30p,Boston Celtics,140,Milwaukee Bucks,99,,18073,Fiserv Forum,
Thu Mar 30 2023,10:00p,New Orleans Pelicans,107,Denver Nuggets,88,,19728,Ball Arena,
Fri Mar 31 2023,7:00p,Chicago Bulls,121,Charlotte Hornets,91,,18768,Spectrum Center,
Fri Mar 31 2023,7:00p,Oklahoma City Thunder,117,Indiana Pacers,121,,16506,Gainbridge Fieldhouse,
Fri Mar 31 2023,7:00p,Toronto Raptors,110,Philadelphia 76ers,117,,20993,Wells Fargo Center,
Fri Mar 31 2023,7:00p,Orlando Magic,116,Washington Wizards,109,,16411,Capital One Arena,
Fri Mar 31 2023,7:30p,Utah Jazz,114,Boston Celtics,122,,19156,TD Garden,
Fri Mar 31 2023,7:30p,Atlanta Hawks,107,Brooklyn Nets,124,,17849,Barclays Center,
Fri Mar 31 2023,7:30p,New York Knicks,130,Cleveland Cavaliers,116,,19432,Rocket Mortgage Fieldhouse,
Fri Mar 31 2023,8:00p,Detroit Pistons,115,Houston Rockets,121,,15844,Toyota Center,
Fri Mar 31 2023,8:00p,Los Angeles Clippers,94,Memphis Grizzlies,108,,16376,FedEx Forum,
Fri Mar 31 2023,8:00p,Los Angeles Lakers,123,Minnesota Timberwolves,111,,18978,Target Center,
Fri Mar 31 2023,10:00p,San Antonio Spurs,115,Golden State Warriors,130,,18064,Chase Center,
Fri Mar 31 2023,10:00p,Sacramento Kings,138,Portland Trail Blazers,114,,18389,Moda Center,
Fri Mar 31 2023,10:30p,Denver Nuggets,93,Phoenix Suns,100,,17071,Footprint Center,
Sat Apr 1 2023,7:30p,Dallas Mavericks,122,Miami Heat,129,,20011,FTX Arena,
Sat Apr 1 2023,8:30p,Los Angeles Clippers,114,New Orleans Pelicans,122,,18399,Smoothie King Center,
Sun Apr 2 2023,1:00p,Toronto Raptors,128,Charlotte Hornets,108,,16052,Spectrum Center,
Sun Apr 2 2023,3:30p,Utah Jazz,110,Brooklyn Nets,111,,17732,Barclays Center,
Sun Apr 2 2023,3:30p,Memphis Grizzlies,107,Chicago Bulls,128,,20944,United Center,
Sun Apr 2 2023,3:30p,Portland Trail Blazers,107,Minnesota Timberwolves,105,,18978,Target Center,
Sun Apr 2 2023,6:00p,Dallas Mavericks,130,Atlanta Hawks,132,OT,17678,State Farm Arena,
Sun Apr 2 2023,6:00p,Washington Wizards,109,New York Knicks,118,,19812,Madison Square Garden (IV),
Sun Apr 2 2023,6:00p,Detroit Pistons,102,Orlando Magic,128,,19431,Amway Center,
Sun Apr 2 2023,6:00p,San Antonio Spurs,142,Sacramento Kings,134,OT,18183,Golden 1 Center,
Sun Apr 2 2023,7:00p,Los Angeles Lakers,134,Houston Rockets,109,,18204,Toyota Center,
Sun Apr 2 2023,7:00p,Phoenix Suns,128,Oklahoma City Thunder,118,,17981,Paycom Center,
Sun Apr 2 2023,8:00p,Indiana Pacers,105,Cleveland Cavaliers,115,,19432,Rocket Mortgage Fieldhouse,
Sun Apr 2 2023,8:00p,Philadelphia 76ers,104,Milwaukee Bucks,117,,17532,Fiserv Forum,
Sun Apr 2 2023,8:30p,Golden State Warriors,110,Denver Nuggets,112,,19752,Ball Arena,
Tue Apr 4 2023,7:00p,Toronto Raptors,120,Charlotte Hornets,100,,14965,Spectrum Center,
Tue Apr 4 2023,7:00p,Miami Heat,118,Detroit Pistons,105,,18453,Little Caesars Arena,
Tue Apr 4 2023,7:00p,Cleveland Cavaliers,117,Orlando Magic,113,,19449,Amway Center,
Tue Apr 4 2023,7:00p,Milwaukee Bucks,140,Washington Wizards,128,,19098,Capital One Arena,
Tue Apr 4 2023,7:30p,Minnesota Timberwolves,107,Brooklyn Nets,102,,17893,Barclays Center,
Tue Apr 4 2023,8:00p,Atlanta Hawks,123,Chicago Bulls,105,,21717,United Center,
Tue Apr 4 2023,8:00p,Denver Nuggets,103,Houston Rockets,124,,16924,Toyota Center,
Tue Apr 4 2023,8:00p,Portland Trail Blazers,109,Memphis Grizzlies,119,,17558,FedEx Forum,
Tue Apr 4 2023,8:00p,Sacramento Kings,121,New Orleans Pelicans,103,,15799,Smoothie King Center,
Tue Apr 4 2023,8:00p,Boston Celtics,101,Philadelphia 76ers,103,,21104,Wells Fargo Center,
Tue Apr 4 2023,9:00p,Los Angeles Lakers,135,Utah Jazz,133,OT,18206,Vivint Arena,
Tue Apr 4 2023,10:00p,Oklahoma City Thunder,125,Golden State Warriors,136,,18064,Chase Center,
Tue Apr 4 2023,10:00p,San Antonio Spurs,94,Phoenix Suns,115,,17071,Footprint Center,
Wed Apr 5 2023,7:00p,Brooklyn Nets,123,Detroit Pistons,108,,18313,Little Caesars Arena,
Wed Apr 5 2023,7:00p,New York Knicks,138,Indiana Pacers,129,,16789,Gainbridge Fieldhouse,
Wed Apr 5 2023,7:30p,Washington Wizards,116,Atlanta Hawks,134,,17727,State Farm Arena,
Wed Apr 5 2023,7:30p,Toronto Raptors,93,Boston Celtics,97,,19156,TD Garden,
Wed Apr 5 2023,7:30p,Chicago Bulls,92,Milwaukee Bucks,105,,17679,Fiserv Forum,
Wed Apr 5 2023,8:00p,Memphis Grizzlies,131,New Orleans Pelicans,138,OT,17232,Smoothie King Center,
Wed Apr 5 2023,8:30p,Sacramento Kings,119,Dallas Mavericks,123,,20271,American Airlines Center,
Wed Apr 5 2023,10:00p,Los Angeles Lakers,118,Los Angeles Clippers,125,,19068,Crypto.com Arena,
Thu Apr 6 2023,7:00p,Cleveland Cavaliers,118,Orlando Magic,94,,19235,Amway Center,
Thu Apr 6 2023,7:30p,Miami Heat,129,Philadelphia 76ers,101,,21178,Wells Fargo Center,
Thu Apr 6 2023,8:00p,Portland Trail Blazers,127,San Antonio Spurs,129,,16023,Moody Center,
Thu Apr 6 2023,9:00p,Oklahoma City Thunder,114,Utah Jazz,98,,18206,Vivint Arena,
Thu Apr 6 2023,10:00p,Denver Nuggets,115,Phoenix Suns,119,,17071,Footprint Center,
Fri Apr 7 2023,7:00p,Houston Rockets,112,Charlotte Hornets,109,,19102,Spectrum Center,
Fri Apr 7 2023,7:00p,Detroit Pistons,122,Indiana Pacers,115,,17274,Gainbridge Fieldhouse,
Fri Apr 7 2023,7:00p,Miami Heat,108,Washington Wizards,114,,20476,Capital One Arena,
Fri Apr 7 2023,7:30p,Philadelphia 76ers,136,Atlanta Hawks,131,OT,17627,State Farm Arena,
Fri Apr 7 2023,7:30p,Toronto Raptors,102,Boston Celtics,121,,19156,TD Garden,
Fri Apr 7 2023,7:30p,Orlando Magic,84,Brooklyn Nets,101,,18177,Barclays Center,
Fri Apr 7 2023,8:00p,Memphis Grizzlies,137,Milwaukee Bucks,114,,18010,Fiserv Forum,
Fri Apr 7 2023,8:00p,New York Knicks,105,New Orleans Pelicans,113,,18656,Smoothie King Center,
Fri Apr 7 2023,8:30p,Chicago Bulls,115,Dallas Mavericks,112,,20313,American Airlines Center,
Fri Apr 7 2023,10:00p,Golden State Warriors,119,Sacramento Kings,97,,18253,Golden 1 Center,
Fri Apr 7 2023,10:30p,Phoenix Suns,107,Los Angeles Lakers,121,,18997,Crypto.com Arena,
Sat Apr 8 2023,3:30p,Denver Nuggets,114,Utah Jazz,118,,18206,Vivint Arena,
Sat Apr 8 2023,4:00p,Portland Trail Blazers,125,Los Angeles Clippers,136,,19068,Crypto.com Arena,
Sat Apr 8 2023,4:00p,Minnesota Timberwolves,151,San Antonio Spurs,131,,16148,Moody Center,
Sun Apr 9 2023,1:00p,Atlanta Hawks,114,Boston Celtics,120,,19156,TD Garden,
Sun Apr 9 2023,1:00p,Philadelphia 76ers,134,Brooklyn Nets,105,,17732,Barclays Center,
Sun Apr 9 2023,1:00p,Detroit Pistons,81,Chicago Bulls,103,,21530,United Center,
Sun Apr 9 2023,1:00p,Charlotte Hornets,106,Cleveland Cavaliers,95,,19432,Rocket Mortgage Fieldhouse,
Sun Apr 9 2023,1:00p,Orlando Magic,110,Miami Heat,123,,19894,FTX Arena,
Sun Apr 9 2023,1:00p,Indiana Pacers,141,New York Knicks,136,,19812,Madison Square Garden (IV),
Sun Apr 9 2023,1:00p,Milwaukee Bucks,105,Toronto Raptors,121,,19800,Scotiabank Arena,
Sun Apr 9 2023,1:00p,Houston Rockets,114,Washington Wizards,109,,15233,Capital One Arena,
Sun Apr 9 2023,3:30p,San Antonio Spurs,138,Dallas Mavericks,117,,20141,American Airlines Center,
Sun Apr 9 2023,3:30p,Sacramento Kings,95,Denver Nuggets,109,,19652,Ball Arena,
Sun Apr 9 2023,3:30p,Utah Jazz,117,Los Angeles Lakers,128,,18997,Crypto.com Arena,
Sun Apr 9 2023,3:30p,New Orleans Pelicans,108,Minnesota Timberwolves,113,,18978,Target Center,
Sun Apr 9 2023,3:30p,Memphis Grizzlies,100,Oklahoma City Thunder,115,,16601,Paycom Center,
Sun Apr 9 2023,3:30p,Los Angeles Clippers,119,Phoenix Suns,114,,17071,Footprint Center,
Sun Apr 9 2023,3:30p,Golden State Warriors,157,Portland Trail Blazers,101,,19731,Moda Center,
